2019-01-20 12:07:34,643 charges_calc.py:109 DEBUG Program arguments: input file = source.json, output file = output.json, debug level = 3
2019-01-20 12:07:34,644 charges_calc.py:59  DEBUG Reading data from file: source.json
2019-01-20 12:07:34,757 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD40', 'units_rented': 6, 'price_per_day': 26, 'rental_start': '9/14/17', 'rental_end': '9/17/16'}
2019-01-20 12:07:34,757 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,757 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD85', 'units_rented': 6, 'price_per_day': 9, 'rental_start': '6/28/18', 'rental_end': '1/15/18'}
2019-01-20 12:07:34,757 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,758 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD75', 'units_rented': 10, 'price_per_day': 23, 'rental_start': '11/20/17', 'rental_end': '4/20/17'}
2019-01-20 12:07:34,758 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,758 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD44', 'units_rented': 10, 'price_per_day': 17, 'rental_start': '9/11/18', 'rental_end': '11/21/16'}
2019-01-20 12:07:34,759 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,759 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD30', 'units_rented': 3, 'price_per_day': 19, 'rental_start': '5/28/18', 'rental_end': '12/26/16'}
2019-01-20 12:07:34,759 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,760 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD58', 'units_rented': 9, 'price_per_day': 9, 'rental_start': '5/28/17', 'rental_end': '5/6/17'}
2019-01-20 12:07:34,760 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,760 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD73', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '11/28/17', 'rental_end': '5/29/17'}
2019-01-20 12:07:34,761 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,761 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD99', 'units_rented': 4, 'price_per_day': 38, 'rental_start': '1/5/17', 'rental_end': '6/9/16'}
2019-01-20 12:07:34,761 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,762 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD38', 'units_rented': 3, 'price_per_day': 40, 'rental_start': '12/28/18', 'rental_end': '7/18/16'}
2019-01-20 12:07:34,762 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,762 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD38', 'units_rented': 9, 'price_per_day': 5, 'rental_start': '7/21/18', 'rental_end': '12/11/16'}
2019-01-20 12:07:34,762 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,763 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD2', 'units_rented': 1, 'price_per_day': 27, 'rental_start': '8/18/17', 'rental_end': '8/6/17'}
2019-01-20 12:07:34,763 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,763 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD64', 'units_rented': 9, 'price_per_day': 21, 'rental_start': '7/17/18', 'rental_end': '4/4/18'}
2019-01-20 12:07:34,764 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,764 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD11', 'units_rented': 3, 'price_per_day': 27, 'rental_start': '2/15/18', 'rental_end': '1/10/17'}
2019-01-20 12:07:34,764 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,764 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD22', 'units_rented': 5, 'price_per_day': 6, 'rental_start': '3/31/18', 'rental_end': '12/29/17'}
2019-01-20 12:07:34,765 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,765 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD81', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '6/22/17', 'rental_end': '5/11/16'}
2019-01-20 12:07:34,765 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,766 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 5, 'price_per_day': 27, 'rental_start': '10/12/18', 'rental_end': '3/6/17'}
2019-01-20 12:07:34,766 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,767 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD48', 'units_rented': 3, 'price_per_day': 18, 'rental_start': '10/9/18', 'rental_end': '4/17/17'}
2019-01-20 12:07:34,767 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,767 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD42', 'units_rented': 2, 'price_per_day': 37, 'rental_start': '2/1/17', 'rental_end': '1/2/17'}
2019-01-20 12:07:34,767 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,768 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 10, 'price_per_day': 24, 'rental_start': '8/16/17', 'rental_end': '11/18/16'}
2019-01-20 12:07:34,768 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,769 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD58', 'units_rented': 3, 'price_per_day': 33, 'rental_start': '6/30/18', 'rental_end': '9/16/17'}
2019-01-20 12:07:34,769 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,769 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD6', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '9/22/18', 'rental_end': '10/1/17'}
2019-01-20 12:07:34,770 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,770 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD65', 'units_rented': 8, 'price_per_day': 38, 'rental_start': '8/5/17', 'rental_end': '11/4/16'}
2019-01-20 12:07:34,771 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,771 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD71', 'units_rented': 4, 'price_per_day': 27, 'rental_start': '10/26/17', 'rental_end': '2/18/17'}
2019-01-20 12:07:34,772 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,772 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD92', 'units_rented': 9, 'price_per_day': 9, 'rental_start': '12/6/17', 'rental_end': '4/14/16'}
2019-01-20 12:07:34,772 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,772 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD14', 'units_rented': 4, 'price_per_day': 21, 'rental_start': '12/24/16', 'rental_end': '7/18/16'}
2019-01-20 12:07:34,773 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,773 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD45', 'units_rented': 6, 'price_per_day': 35, 'rental_start': '10/17/16', 'rental_end': '1/25/16'}
2019-01-20 12:07:34,774 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,774 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD5', 'units_rented': 8, 'price_per_day': 22, 'rental_start': '9/27/18', 'rental_end': '4/27/16'}
2019-01-20 12:07:34,774 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,774 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 9, 'price_per_day': 11, 'rental_start': '5/5/18', 'rental_end': '1/9/17'}
2019-01-20 12:07:34,775 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,775 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD86', 'units_rented': 7, 'price_per_day': 15, 'rental_start': '11/11/16', 'rental_end': '6/11/16'}
2019-01-20 12:07:34,775 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,775 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD57', 'units_rented': 2, 'price_per_day': 15, 'rental_start': '5/3/18', 'rental_end': '4/11/18'}
2019-01-20 12:07:34,776 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,776 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD70', 'units_rented': 1, 'price_per_day': 32, 'rental_start': '11/22/16', 'rental_end': '1/24/16'}
2019-01-20 12:07:34,776 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,776 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD37', 'units_rented': 4, 'price_per_day': 10, 'rental_start': '4/17/18', 'rental_end': '5/7/17'}
2019-01-20 12:07:34,777 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,777 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD43', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '11/24/18', 'rental_end': '12/3/16'}
2019-01-20 12:07:34,781 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,781 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD82', 'units_rented': 9, 'price_per_day': 27, 'rental_start': '8/7/18', 'rental_end': '2/18/16'}
2019-01-20 12:07:34,782 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,782 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD87', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '2/22/18', 'rental_end': '10/24/17'}
2019-01-20 12:07:34,782 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,782 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD55', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '6/30/18', 'rental_end': '6/26/16'}
2019-01-20 12:07:34,783 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,783 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD67', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '11/14/17', 'rental_end': '7/7/17'}
2019-01-20 12:07:34,784 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,784 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD89', 'units_rented': 6, 'price_per_day': 37, 'rental_start': '10/17/18', 'rental_end': '7/30/17'}
2019-01-20 12:07:34,784 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,784 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD3', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '3/23/17', 'rental_end': '10/16/16'}
2019-01-20 12:07:34,785 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,785 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD52', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '10/10/18', 'rental_end': '7/23/16'}
2019-01-20 12:07:34,785 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,786 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD46', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '9/28/18', 'rental_end': '8/25/18'}
2019-01-20 12:07:34,786 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,787 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD56', 'units_rented': 5, 'price_per_day': 31, 'rental_start': '8/6/18', 'rental_end': '11/25/16'}
2019-01-20 12:07:34,787 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,787 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD80', 'units_rented': 2, 'price_per_day': 11, 'rental_start': '7/21/18', 'rental_end': '6/6/16'}
2019-01-20 12:07:34,787 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,788 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD82', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '6/9/18', 'rental_end': '5/2/18'}
2019-01-20 12:07:34,788 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,789 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD6', 'units_rented': 5, 'price_per_day': 39, 'rental_start': '11/18/18', 'rental_end': '3/14/18'}
2019-01-20 12:07:34,789 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,789 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD81', 'units_rented': 3, 'price_per_day': 37, 'rental_start': '4/28/18', 'rental_end': '3/7/17'}
2019-01-20 12:07:34,790 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,790 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD65', 'units_rented': 8, 'price_per_day': 28, 'rental_start': '5/18/18', 'rental_end': '5/23/16'}
2019-01-20 12:07:34,791 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,791 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD44', 'units_rented': 9, 'price_per_day': 36, 'rental_start': '4/25/17', 'rental_end': '3/5/17'}
2019-01-20 12:07:34,792 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,792 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD40', 'units_rented': 4, 'price_per_day': 36, 'rental_start': '7/28/18', 'rental_end': '11/26/16'}
2019-01-20 12:07:34,793 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,793 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD42', 'units_rented': 3, 'price_per_day': 8, 'rental_start': '8/2/18', 'rental_end': '4/8/17'}
2019-01-20 12:07:34,793 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,794 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD56', 'units_rented': 7, 'price_per_day': 38, 'rental_start': '3/26/18', 'rental_end': '1/29/17'}
2019-01-20 12:07:34,794 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,794 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD93', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '3/12/17', 'rental_end': '4/28/16'}
2019-01-20 12:07:34,794 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,795 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD69', 'units_rented': 6, 'price_per_day': 19, 'rental_start': '8/21/18', 'rental_end': '5/9/18'}
2019-01-20 12:07:34,795 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,795 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD58', 'units_rented': 5, 'price_per_day': 19, 'rental_start': '9/23/17', 'rental_end': '8/17/17'}
2019-01-20 12:07:34,795 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,795 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD14', 'units_rented': 10, 'price_per_day': 15, 'rental_start': '6/2/18', 'rental_end': '2/3/17'}
2019-01-20 12:07:34,796 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,796 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD95', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '8/23/18', 'rental_end': '10/10/16'}
2019-01-20 12:07:34,796 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,796 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD23', 'units_rented': 10, 'price_per_day': 7, 'rental_start': '6/22/17', 'rental_end': '7/31/16'}
2019-01-20 12:07:34,797 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,797 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD8', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '11/28/17', 'rental_end': '12/5/16'}
2019-01-20 12:07:34,797 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,797 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 4, 'price_per_day': 17, 'rental_start': '6/17/18', 'rental_end': '4/20/17'}
2019-01-20 12:07:34,798 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,798 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD51', 'units_rented': 2, 'price_per_day': 27, 'rental_start': '10/30/16', 'rental_end': '7/4/16'}
2019-01-20 12:07:34,798 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,798 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD37', 'units_rented': 3, 'price_per_day': 39, 'rental_start': '3/15/17', 'rental_end': '11/22/16'}
2019-01-20 12:07:34,799 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,799 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD1', 'units_rented': 4, 'price_per_day': 6, 'rental_start': '6/20/18', 'rental_end': '6/1/17'}
2019-01-20 12:07:34,799 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,799 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD53', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '5/31/17', 'rental_end': '3/21/16'}
2019-01-20 12:07:34,800 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,800 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD78', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '12/18/18', 'rental_end': '3/17/18'}
2019-01-20 12:07:34,800 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,800 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD29', 'units_rented': 4, 'price_per_day': 8, 'rental_start': '11/15/17', 'rental_end': '11/3/17'}
2019-01-20 12:07:34,801 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,801 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD2', 'units_rented': 6, 'price_per_day': 25, 'rental_start': '12/22/18', 'rental_end': '7/6/18'}
2019-01-20 12:07:34,801 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,801 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD23', 'units_rented': 9, 'price_per_day': 34, 'rental_start': '8/18/18', 'rental_end': '9/25/17'}
2019-01-20 12:07:34,801 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,802 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD24', 'units_rented': 8, 'price_per_day': 18, 'rental_start': '4/22/18', 'rental_end': '9/18/17'}
2019-01-20 12:07:34,802 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,802 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD91', 'units_rented': 3, 'price_per_day': 28, 'rental_start': '3/15/18', 'rental_end': '4/15/17'}
2019-01-20 12:07:34,802 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,802 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD74', 'units_rented': 5, 'price_per_day': 14, 'rental_start': '8/17/18', 'rental_end': '12/20/16'}
2019-01-20 12:07:34,803 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,803 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD41', 'units_rented': 2, 'price_per_day': 25, 'rental_start': '6/10/18', 'rental_end': '9/29/16'}
2019-01-20 12:07:34,803 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,803 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD96', 'units_rented': 6, 'price_per_day': 18, 'rental_start': '8/15/17', 'rental_end': '4/10/17'}
2019-01-20 12:07:34,804 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,804 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD85', 'units_rented': 8, 'price_per_day': 15, 'rental_start': '5/10/18', 'rental_end': '11/22/17'}
2019-01-20 12:07:34,804 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,804 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD63', 'units_rented': 1, 'price_per_day': 37, 'rental_start': '7/29/18', 'rental_end': '3/22/18'}
2019-01-20 12:07:34,805 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,805 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD86', 'units_rented': 7, 'price_per_day': 34, 'rental_start': '2/18/18', 'rental_end': '10/26/17'}
2019-01-20 12:07:34,805 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,805 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 4, 'price_per_day': 28, 'rental_start': '5/30/18', 'rental_end': '2/6/16'}
2019-01-20 12:07:34,806 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,806 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD81', 'units_rented': 10, 'price_per_day': 34, 'rental_start': '12/7/18', 'rental_end': '10/30/17'}
2019-01-20 12:07:34,806 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,806 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD66', 'units_rented': 1, 'price_per_day': 14, 'rental_start': '3/29/18', 'rental_end': '12/28/16'}
2019-01-20 12:07:34,807 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,807 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD79', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '6/5/18', 'rental_end': '11/22/16'}
2019-01-20 12:07:34,811 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,811 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD94', 'units_rented': 6, 'price_per_day': 39, 'rental_start': '12/29/18', 'rental_end': '7/3/18'}
2019-01-20 12:07:34,811 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,811 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD71', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '6/30/17', 'rental_end': '8/29/16'}
2019-01-20 12:07:34,812 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,812 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD5', 'units_rented': 10, 'price_per_day': 34, 'rental_start': '11/24/16', 'rental_end': '2/22/16'}
2019-01-20 12:07:34,812 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,812 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD74', 'units_rented': 8, 'price_per_day': 23, 'rental_start': '7/28/17', 'rental_end': '7/3/16'}
2019-01-20 12:07:34,813 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,813 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD54', 'units_rented': 7, 'price_per_day': 20, 'rental_start': '8/12/18', 'rental_end': '5/5/16'}
2019-01-20 12:07:34,813 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,813 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD53', 'units_rented': 2, 'price_per_day': 14, 'rental_start': '1/9/18', 'rental_end': '6/19/17'}
2019-01-20 12:07:34,814 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,814 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD66', 'units_rented': 4, 'price_per_day': 27, 'rental_start': '11/8/18', 'rental_end': '9/27/17'}
2019-01-20 12:07:34,814 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,814 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD81', 'units_rented': 9, 'price_per_day': 37, 'rental_start': '11/10/16', 'rental_end': '6/16/16'}
2019-01-20 12:07:34,814 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,815 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD58', 'units_rented': 2, 'price_per_day': 39, 'rental_start': '10/27/18', 'rental_end': '10/20/17'}
2019-01-20 12:07:34,815 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,815 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD40', 'units_rented': 7, 'price_per_day': 39, 'rental_start': '9/5/17', 'rental_end': '5/30/16'}
2019-01-20 12:07:34,815 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,816 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD34', 'units_rented': 9, 'price_per_day': 10, 'rental_start': '6/24/18', 'rental_end': '8/8/17'}
2019-01-20 12:07:34,816 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,816 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD42', 'units_rented': 10, 'price_per_day': 40, 'rental_start': '6/15/17', 'rental_end': '4/15/17'}
2019-01-20 12:07:34,816 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,817 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD45', 'units_rented': 8, 'price_per_day': 28, 'rental_start': '9/24/18', 'rental_end': '6/10/18'}
2019-01-20 12:07:34,817 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,817 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD35', 'units_rented': 1, 'price_per_day': 30, 'rental_start': '7/14/18', 'rental_end': '5/15/16'}
2019-01-20 12:07:34,817 charges_calc.py:79  WARNING Rental start date is after rental end date.
2019-01-20 12:07:34,817 charges_calc.py:86  ERROR Bad data in file. Skipping data: {'product_code': 'PRD9', 'units_rented': 7, 'price_per_day': 32, 'rental_start': '11/18/18', 'rental_end': '8/14/18'}
